constituency_no,constituency,district,polling_booths,total_voters,female_voters,male_voters,alliance,candidate_name,party
128,Attingal,Thiruvananthapuram,213,"1,97,945","1,06,201","91,741",NDA,P. Sudheer,BJP
128,Attingal,Thiruvananthapuram,213,"1,97,945","1,06,201","91,741",Others,Sunitha Kilimanoor,Anna DHRM
128,Attingal,Thiruvananthapuram,213,"1,97,945","1,06,201","91,741",Others,S. Sujithra,BSP
128,Attingal,Thiruvananthapuram,213,"1,97,945","1,06,201","91,741",Others,Jayarajan M,SDPI
129,Chirayinkeezhu,Thiruvananthapuram,212,"1,95,296","1,04,637","90,651",LDF,Manoj B Edamana,CPI
129,Chirayinkeezhu,Thiruvananthapuram,212,"1,95,296","1,04,637","90,651",UDF,Ramya Haridas,INC
129,Chirayinkeezhu,Thiruvananthapuram,212,"1,95,296","1,04,637","90,651",NDA,B. S. Anoop,BJP
129,Chirayinkeezhu,Thiruvananthapuram,212,"1,95,296","1,04,637","90,651",Others,Anoop Alappuramkunnu,Anna DHRM
129,Chirayinkeezhu,Thiruvananthapuram,212,"1,95,296","1,04,637","90,651",Others,Ramasamy Sasi,BSP
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",LDF,G. R. Anil,CPI
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",UDF,Meenankal Kumar,INC
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",NDA,Yuvaraj Gokul,BJP
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",Others,Shibu G,Anna DHRM
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",Others,Sujilal B G,BSP
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",Others,Siyad Kandala,SDPI
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",Others,Vembayam Yesudas,Independent
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",Others,Anvar Sadath,Independent
130,Nedumangad,Thiruvananthapuram,252,"1,98,042","1,03,827","94,214",Others,Kumar,Independent
131,Vamanapuram,Thiruvananthapuram,231,"1,87,828","99,552","88,274",LDF,D. K. Murali,CPI(M)
131,Vamanapuram,Thiruvananthapuram,231,"1,87,828","99,552","88,274",UDF,Sudheer Sha Palode,INC
131,Vamanapuram,Thiruvananthapuram,231,"1,87,828","99,552","88,274",NDA,Venu Karanavar,BDJS
131,Vamanapuram,Thiruvananthapuram,231,"1,87,828","99,552","88,274",Others,Ratheesh R,Anna DHRM
131,Vamanapuram,Thiruvananthapuram,231,"1,87,828","99,552","88,274",Others,Vipinlal V A,BSP
131,Vamanapuram,Thiruvananthapuram,231,"1,87,828","99,552","88,274",Others,Muraleedharan G Nair,Independent
132,Kazhakkoottam,Thiruvananthapuram,216,"1,64,561","85,874","78,687",LDF,Kadakampally Surendran,CPI(M)
132,Kazhakkoottam,Thiruvananthapuram,216,"1,64,561","85,874","78,687",UDF,Adv. T. Sarathchandra Prasad,INC
132,Kazhakkoottam,Thiruvananthapuram,216,"1,64,561","85,874","78,687",NDA,V. Muraleedharan,BJP
132,Kazhakkoottam,Thiruvananthapuram,216,"1,64,561","85,874","78,687",Others,Deebika Karimanal,Anna DHRM
132,Kazhakkoottam,Thiruvananthapuram,216,"1,64,561","85,874","78,687",Others,T. S. Rajan,BSP
132,Kazhakkoottam,Thiruvananthapuram,216,"1,64,561","85,874","78,687",Others,Sreekantan Nair V.,Independent
132,Kazhakkoottam,Thiruvananthapuram,216,"1,64,561","85,874","78,687",Others,K. Surendran,Independent
133,Vattiyoorkavu,Thiruvananthapuram,209,"1,65,272","86,696","78,573",LDF,Adv. V.K Prasanth,CPI(M)
133,Vattiyoorkavu,Thiruvananthapuram,209,"1,65,272","86,696","78,573",UDF,K. Muraleedharan,INC
133,Vattiyoorkavu,Thiruvananthapuram,209,"1,65,272","86,696","78,573",NDA,R. Sreelekha,BJP
133,Vattiyoorkavu,Thiruvananthapuram,209,"1,65,272","86,696","78,573",Others,N. Murali,BSP
133,Vattiyoorkavu,Thiruvananthapuram,209,"1,65,272","86,696","78,573",Others,Emil B.S,SUCI
133,Vattiyoorkavu,Thiruvananthapuram,209,"1,65,272","86,696","78,573",Others,Sreekantan Nair V,Independent
133,Vattiyoorkavu,Thiruvananthapuram,209,"1,65,272","86,696","78,573",Others,Muralidharan. P S/o. K. Ponnan,Independent
133,Vattiyoorkavu,Thiruvananthapuram,209,"1,65,272","86,696","78,573",Others,Prasanth. K S/o. Karunakaran.C,Independent
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",LDF,Sudheer Karamana,Independent (CPI(M) support)
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",UDF,C. P. John,CMP
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",NDA,Karamana Jayan,BJP
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",Others,Samin Sathyadas,AAP
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",Others,Adv. Sen,BSP
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",Others,Karthika Devi M,JRP
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",Others,A Saboora,SUCI
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",Others,Suresh Kumar,Independent
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",Others,Bindhu Menon L R,Independent
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",Others,Manomohan,Independent
134,Thiruvananthapuram,Thiruvananthapuram,230,"1,58,545","82,297","76,234",Others,P. K. Pradeep Kumar,Independent
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",LDF,V. Shivankutty,CPI(M)
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",UDF,Adv. KS Sabarinathan,INC
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",NDA,Rajeev Chandrasekhar,BJP
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",Others,Vinu K,AAP
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",Others,Karamana Prasad,SUCI
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",Others,Subi S M,TFIP
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",Others,Kamaleswaram Hari,Independent
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",Others,Madanan S,Independent
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",Others,Rajeev Kumar G S,Independent
135,Nemom,Thiruvananthapuram,209,"1,71,178","88,504","82,666",Others,Sasikala,Independent
136,Aruvikkara,Thiruvananthapuram,237,"1,81,308","95,210","86,096",LDF,Adv. G. Steephen,CPI(M)
136,Aruvikkara,Thiruvananthapuram,237,"1,81,308","95,210","86,096",UDF,V. S. Sivakumar,INC
136,Aruvikkara,Thiruvananthapuram,237,"1,81,308","95,210","86,096",NDA,Vivek Gopan,BJP
136,Aruvikkara,Thiruvananthapuram,237,"1,81,308","95,210","86,096",Others,Santhosh Kumar. S,BSP
136,Aruvikkara,Thiruvananthapuram,237,"1,81,308","95,210","86,096",Others,V. S. Sivakumar S/o Sivadasan,Independent
136,Aruvikkara,Thiruvananthapuram,237,"1,81,308","95,210","86,096",Others,Adv. S. Sivakumar S/o Sadasivan,Independent
136,Aruvikkara,Thiruvananthapuram,237,"1,81,308","95,210","86,096",Others,R. Steephen S/o Rafi,Independent
137,Parassala,Thiruvananthapuram,257,"1,95,648","1,00,643","95,004",LDF,C. K. Hareendran,CPI(M)
137,Parassala,Thiruvananthapuram,257,"1,95,648","1,00,643","95,004",UDF,Neyyattinkara Sanal,INC
137,Parassala,Thiruvananthapuram,257,"1,95,648","1,00,643","95,004",NDA,Adv. Gireesh Neyyar,BJP
137,Parassala,Thiruvananthapuram,257,"1,95,648","1,00,643","95,004",Others,Deepumon N,AAP
137,Parassala,Thiruvananthapuram,257,"1,95,648","1,00,643","95,004",Others,Adv. Dhanuvachapuram Thankachan,BSP
137,Parassala,Thiruvananthapuram,257,"1,95,648","1,00,643","95,004",Others,Simiyon L P,Independent
137,Parassala,Thiruvananthapuram,257,"1,95,648","1,00,643","95,004",Others,S Robinson E Nadar,Independent
137,Parassala,Thiruvananthapuram,257,"1,95,648","1,00,643","95,004",Others,Shaju Paliyodu,Independent
138,Kattakkada,Thiruvananthapuram,222,"1,77,094","92,064","85,026",LDF,Adv. I. B. Satheesh,CPI(M)
138,Kattakkada,Thiruvananthapuram,222,"1,77,094","92,064","85,026",UDF,M. R. Baiju,INC
138,Kattakkada,Thiruvananthapuram,222,"1,77,094","92,064","85,026",NDA,P. K. Krishnadas,BJP
138,Kattakkada,Thiruvananthapuram,222,"1,77,094","92,064","85,026",Others,Nobil M. D,BSP
138,Kattakkada,Thiruvananthapuram,222,"1,77,094","92,064","85,026",Others,Adv. Jayakumar Theertham,CPIML Liberation
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",LDF,Bhagat Rufus,Independent (CPI(M) support)
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",UDF,Adv. M. Vincent,INC
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",NDA,T. N. Suresh,BJP
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",Others,Manoj S.P,AAP
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",Others,Kattachalkuzhi.M.Sugathan,SRP
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",Others,Venganoor Ashokan,Independent
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",Others,Adv. Sabu.S.Philip,Independent
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",Others,Kiran S Pillai,Independent
139,Kovalam,Thiruvananthapuram,270,"2,01,200","1,02,875","98,323",Others,N.Jayarajan,Independent
140,Neyyattinkara,Thiruvananthapuram,214,"1,67,377","85,199","82,177",LDF,K. Ansalan,CPI(M)
140,Neyyattinkara,Thiruvananthapuram,214,"1,67,377","85,199","82,177",UDF,N. Sakthan,INC
140,Neyyattinkara,Thiruvananthapuram,214,"1,67,377","85,199","82,177",NDA,S. Rajasekharan Nair,BJP
140,Neyyattinkara,Thiruvananthapuram,214,"1,67,377","85,199","82,177",Others,Surendranathan. K,BSP
140,Neyyattinkara,Thiruvananthapuram,214,"1,67,377","85,199","82,177",Others,Bibin S.B,Independent
